1717697404,8317649.637872645
1717701004,8315770.444459419
1717704604,8300294.667511591
1717708202,8351279.65666607
1717711804,8358434.937280799
1717715404,8387622.029225435
1717719004,8542838.491671296
1717722603,8564966.95994732
1717726204,8563012.147338154
1717729803,8550126.730398545
1717733403,8563175.088076081
1717737004,8564407.314340001
1717740602,8578720.876672966
1717744205,8624889.577703396
1717747805,8696374.08490997
1717751404,8651415.104211329
1717755004,8761506.010896215
1717758604,8745203.873428501
1717762203,8800789.40833186
1717765804,8823800.191819508
1717769404,8834129.588969547
1717773005,8834613.28250962
1717776605,8820626.563706502
1717780205,8804417.232795332
1717783804,8708126.881144911
1717787405,8486251.723616334
1717791005,8534816.281260641
1717794605,8594746.107771145
1717798206,8730439.205078177
1717801805,8763001.256675847
1717805405,8759229.383080818
1717809005,8763048.839584423
1717812606,8766939.95836153
1717816205,8765832.699125327
1717819805,8765904.926914718
1717823403,8757464.023953004
1717827005,8759445.645296115
1717830605,8770436.925899325
1717834205,8778084.904449428
1717837806,8774191.288040537
1717841405,8772597.063140377
1717845005,8772357.806515334
1717848605,8762260.54166953
1717852205,8758050.409497326
1717855805,8744574.401463678
1717859406,8750167.39714272
1717863025,8756510.551567463
1717866605,8762025.508062536
1717870205,8775875.486193677
1717873805,8791884.504773019
1717877405,8786477.406098465
1717881005,8775786.81829166
1717884605,8780152.869346758
1717888206,8780595.272040397
1717891805,8783259.955782535
1717895405,8783139.269484304
1717899004,8781993.180981465
1717902605,8776814.425898695
1717906205,8779656.2318544
1717909805,8781404.241427483
1717913405,8787323.879379964
1717917006,8791094.212503448
1717920605,8789096.164426617
1717924205,8793513.740275726
1717927805,8794424.527344787
1717931405,8792612.727456713
1717935220,8870875.388658177
1717938605,8881404.2268682
1717942205,8877392.994323438
1717945806,8876978.74644135
1717949404,8876668.432336122
1717953005,8896546.110640103
1717956605,8673138.045258211
1717960205,9076656.675908113
1717963805,9068673.67640838
1717967405,9086861.517361807
1717971005,9122354.494400557
1717974605,9117299.210690338
1717978205,9112124.379542716
1717981804,9143312.786760762
1717985405,9170028.409760458
1717989005,9168613.19104081
